"POS","NEG","POS/NEG","BEST_FIT"
"17.2265151579293","26.8423564950873","0.641766126646967","negative"
"8.78232285939751","0.445453222112551","19.7154772340574","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"8.78232285939751","9.47547003995745","0.926848253686942","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"9.47547003995745","0.445453222112551","21.2715265477714","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"8.78232285939751","8.78232285939751","1","neutral"
"17.2265151579293","0.445453222112551","38.6718836070664","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"9.47547003995745","18.5054868578024","0.512035706640291","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","18.5054868578024","0.0557282145209216","negative"
"9.47547003995745","9.47547003995745","1","neutral"
"9.47547003995745","8.78232285939751","1.07892526745566","neutral"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"8.78232285939751","0.445453222112551","19.7154772340574","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"8.78232285939751","0.445453222112551","19.7154772340574","positive"
"1.03127774142571","17.8123396772424","0.0578968153601572","negative"
"1.03127774142571","17.8123396772424","0.0578968153601572","negative"
"9.47547003995745","0.445453222112551","21.2715265477714","positive"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"9.47547003995745","8.78232285939751","1.07892526745566","neutral"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"1.03127774142571","9.47547003995745","0.108836578774127","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"16.5333679773693","0.445453222112551","37.1158342933523","positive"
"1.03127774142571","8.78232285939751","0.117426534862834","negative"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"1.03127774142571","0.445453222112551","2.31512017476245","positive"
"8.78232285939751","8.78232285939751","1","neutral"
